66؛AccountingApp؛12505؛17542؛0؛NULL؛191255
66؛AccountingApp؛15667؛18823؛2؛ASYNC_NETWORK_IO؛195409
66؛AccountingApp؛3804؛12861؛3797؛CXPACKET؛177244
67؛SalesApp؛18380؛17920؛0؛NULL؛198636
67؛SalesApp؛13255؛16128؛4؛ASYNC_NETWORK_IO؛195017
67؛SalesApp؛2937؛6459؛2936؛CXPACKET؛180954
